               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  87,            0.055466,             0.06171,            0.012313,             0.84661,             0.77362,             0.82102,             0.47117,            0.053895,            0.065257,            0.012145,            0.001486,            0.001486,            0.001486
                  87,            0.055726,            0.062942,            0.012397,             0.84938,             0.77251,             0.81888,             0.47071,            0.053958,             0.06543,            0.012173,            0.001486,            0.001486,            0.001486
                  88,            0.055448,            0.061893,            0.012323,             0.84705,             0.77381,             0.82121,             0.47124,            0.053883,            0.065252,            0.012142,            0.001387,            0.001387,            0.001387
                  88,            0.055425,            0.062887,            0.012247,             0.84998,             0.77274,             0.81904,             0.47067,            0.053949,            0.065415,            0.012169,            0.001387,            0.001387,            0.001387
                  89,            0.055321,            0.061889,            0.012338,             0.84692,             0.77442,             0.82119,             0.47139,            0.053873,            0.065236,            0.012139,            0.001288,            0.001288,            0.001288
                  89,            0.055358,             0.06237,            0.012305,             0.85049,             0.77241,             0.81885,             0.47119,            0.053938,            0.065398,            0.012165,            0.001288,            0.001288,            0.001288
                  90,            0.055355,            0.062261,            0.012316,             0.84499,             0.77435,             0.82109,             0.47176,            0.053865,            0.065236,            0.012136,            0.001189,            0.001189,            0.001189
                  90,            0.055421,            0.062014,            0.012265,             0.85222,             0.77104,             0.81903,             0.47111,            0.053928,            0.065392,            0.012162,            0.001189,            0.001189,            0.001189
                  91,            0.055059,            0.061694,            0.012214,             0.84664,             0.77451,             0.82144,             0.47198,            0.053855,             0.06522,            0.012133,             0.00109,             0.00109,             0.00109
                  91,            0.055169,            0.062752,            0.012256,             0.85129,             0.77241,              0.8195,             0.47154,            0.053917,            0.065373,            0.012159,             0.00109,             0.00109,             0.00109
                  92,            0.055013,            0.060994,            0.012219,             0.84719,             0.77414,             0.82115,             0.47217,            0.053846,            0.065208,            0.012131,            0.000991,            0.000991,            0.000991
                  92,            0.055261,            0.062451,            0.012275,             0.85089,             0.77261,             0.81966,             0.47174,            0.053908,            0.065373,            0.012156,            0.000991,            0.000991,            0.000991
                  93,             0.05503,            0.061702,            0.012179,             0.84803,             0.77433,             0.82164,             0.47237,            0.053837,            0.065202,            0.012128,            0.000892,            0.000892,            0.000892
                  93,            0.054943,             0.06134,            0.012166,             0.85289,             0.77273,             0.82005,             0.47191,            0.053899,            0.065355,            0.012153,            0.000892,            0.000892,            0.000892
                  94,            0.054871,            0.061202,            0.012179,              0.8478,             0.77475,             0.82234,             0.47293,            0.053829,            0.065191,            0.012126,            0.000793,            0.000793,            0.000793
                  94,            0.054988,            0.061396,            0.012187,             0.85242,             0.77315,             0.82023,             0.47216,             0.05389,            0.065331,            0.012149,            0.000793,            0.000793,            0.000793
                  95,            0.054823,            0.061316,            0.012151,             0.84847,             0.77535,             0.82275,              0.4732,            0.053821,            0.065187,            0.012124,            0.000694,            0.000694,            0.000694
                  95,            0.054906,            0.061364,             0.01211,             0.85273,             0.77374,             0.82013,             0.47275,            0.053882,            0.065322,            0.012146,            0.000694,            0.000694,            0.000694
                  96,            0.054774,            0.061188,            0.012096,              0.8481,             0.77517,             0.82272,             0.47317,            0.053814,            0.065176,            0.012122,            0.000595,            0.000595,            0.000595
                  96,            0.054726,            0.061421,            0.012081,              0.8519,             0.77417,             0.82002,             0.47281,            0.053872,            0.065324,            0.012143,            0.000595,            0.000595,            0.000595
                  97,            0.054653,            0.060308,            0.012056,             0.84873,             0.77516,             0.82302,             0.47337,            0.053807,            0.065166,             0.01212,            0.000496,            0.000496,            0.000496
                  97,            0.054707,            0.061083,              0.0121,             0.85163,             0.77412,             0.82063,             0.47329,            0.053864,            0.065313,            0.012141,            0.000496,            0.000496,            0.000496
                  98,              0.0545,            0.060886,             0.01206,             0.84832,             0.77547,             0.82282,             0.47349,            0.053799,            0.065149,            0.012118,            0.000397,            0.000397,            0.000397
                  98,            0.054691,            0.060919,            0.012065,             0.85124,             0.77362,             0.82037,             0.47372,            0.053856,            0.065311,            0.012138,            0.000397,            0.000397,            0.000397
                  99,            0.054577,            0.061168,            0.012054,             0.84819,             0.77592,             0.82291,             0.47378,            0.053792,            0.065158,            0.012116,            0.000298,            0.000298,            0.000298
                  99,            0.054528,            0.061619,            0.012055,             0.85158,             0.77375,             0.82089,              0.4739,            0.053848,            0.065298,            0.012135,            0.000298,            0.000298,            0.000298
